Web Server (APP),Tahun,Bidang ,Total Current Live Websites,Current Customers (Websites),Location,Sales Revenue,Tech Spend,Social,Employees,Traffic,Current Live Webites by Country
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",ruangguru.com,Indonesia,,$5000+,"50,000+",,High,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",unpas.ac.id,Indonesia,$341k+,$2000+,"5,000+",,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",accurate.id,Indonesia,,$2000+,500+,,Very High,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",sribu.com,Indonesia,,$2000+,"2,000+",,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",jojonomic.com,Indonesia,,$2000+,500+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",lppm.untidar.ac.id,Indonesia,$42k+,$1000+,500+,,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",flip.id,Indonesia,,$5000+,0+,,High,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",sleekr.co,Indonesia,,$2000+,"1,000+",,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",skillacademy.com,Indonesia,,$2000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",sirclo.com,Indonesia,,$2000+,500+,,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",shipper.id,Indonesia,$122k+,$5000+,"10,000+",,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",gobiz.co.id,Indonesia,,$2000+,"10,000+",,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",opl.umkt.ac.id,Indonesia,$28k+,$1000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",sekolah.mu,Indonesia,$177k+,$5000+,"20,000+",,High,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",pluang.com,Indonesia,,$5000+,250+,,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",yec.co.id,Indonesia,$24k+,$1000+,500+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",local.infobel.co.id,Indonesia,,$1000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",inovatrack.com,Indonesia,,$1000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",plaqad.com,Indonesia,,$1000+,"1,000+",,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",aspireapp.com,Indonesia,,$5000+,0+,,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",amartha.com,Indonesia,,$2000+,"1,000+",,Medium,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",blooming-lotus-yoga.com,Indonesia,$38k+,$1000+,"2,000+",,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",dreambox.id,Indonesia,,$1000+,250+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",ruangkerja.id,Indonesia,,$2000+,100+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",xwork.co,Indonesia,,$1000+,0+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",balidiving.com,Indonesia,$33k+,$1000+,100+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",izin.co.id,Indonesia,,$1000+,"2,000+",,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",umkt.ucm.ac.id,Indonesia,,$2000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",rentokil.co.id,Indonesia,,$1000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",rucika.co.id,Indonesia,,$1000+,,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",dewanstudio.com,Indonesia,,$1000+,100+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",ritase.com,Indonesia,,$2000+,,10+,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",printerous.com,Indonesia,$185k+,$2000+,250+,,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",magnitudeconstruction.com,Indonesia,,$1000+,"5,000+",,-,800
Hubspot,2020 - 2024,Analytics and Tracking,"551,692",cbinstrument.com,Indonesia,,$1000+,,,-,800
OpenCart,2020 - 2024,eCommerce,"271,635",courses.zondervanacademic.com,United States,$170k+,$1000+,"5,000+",,High,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",dominoes.com,United States,$1k+,$50+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.lamar.com,United States,$169m+,$10000+,"2,000+","1,000+",Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",leatherfurnitureexpo.com,United States,$21k+,$1000+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",demandvape.com,United States,$35k+,$1000+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",happyhippoherbals.com,United States,$18k+,$500+,500+,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",hondata.com,United States,$41k+,$50+,10+,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",haloguitars.com,United States,$10k+,$1000+,"1,000+",,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",zabiva.com,United States,$67k+,$1000+,,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",dreamwalldecor.com,United States,$17k+,$500+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",dooropenersandmore.com,United States,$32k+,$1000+,0+,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",directapparelwholesale.com,United States,$1k+,$10+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",hjstore.hamptonjitney.com,United States,,$250+,"1,000+",,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",directwholesaleapparel.com,United States,$1k+,$10+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",gifts.uoa.gr,United States,,$2000+,250+,,Very High,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",zbattery.com,United States,$1k+,$250+,50+,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",dominorules.com,United States,$40k+,$0+,,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",ultrarvproducts.com,United States,$1k+,$250+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",laptopchargerfactory.com,United States,$20k+,$500+,0+,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",reptilegardens.com,United States,$12k+,$1000+,,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",designerchurchsuits.com,United States,$1k+,$10+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",logcabinshop.com,United States,,$0+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",distro.ubif.net,United States,,$1000+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",redriverreloading.com,United States,$1k+,$10+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.unicosystem.com,United States,$24k+,$5000+,100+,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",latexcatfish.com,United States,,$0+,"1,000+",,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",store.levitt.com,United States,,$500+,,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",russiantable.com,United States,$140k+,$250+,50+,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",renthal.com,United States,$51k+,$500+,"5,000+",,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",hardtofindpartysupplies.com,United States,,$0+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",urngarden.com,United States,$40k+,$0+,100+,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",pod.daouvineyards.com,United States,$307k+,$2000+,"10,000+",,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",locationsound.com,United States,$1k+,$10+,"1,000+",,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",ressupply.com,United States,$1k+,$10+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",discsunlimited.net,United States,$18k+,$250+,250+,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",drstrange.com,United States,$61k+,$500+,,,Medium,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",hawaiipharm.com,United States,$1k+,$100+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",ushcgshots.com,United States,$31k+,$1000+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",hellfirearmory.com,United States,,$0+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",ultimateseats.ca,United States,,$0+,,,-,"64,971"
OpenCart,2020 - 2024,eCommerce,"271,635",hegelmann.com.ua,Russia,$1k+,$500+,"1,000+",,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.rea.ru,Russia,$31k+,$500+,0+,,High,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",happywear.ru,Russia,$1k+,$250+,"5,000+",,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",dv.su,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",up-pro.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",ltmix.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",lite-mobile.ru,Russia,$1k+,$100+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",vodovoz.ur.ru,Russia,,$2000+,,,High,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",8332-mebel.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",lordcom.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",luckycosmetics.ru,Russia,$14k+,$500+,"2,000+",,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",liveopencart.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",loskutskazka.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",lial.biz,Russia,$1k+,$100+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",detalka.ru,Russia,$1k+,$5000+,"5,000+",,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",lestniza.ru,Russia,$1k+,$50+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",zakazsexshop.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",luxtime.su,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",finstore.fa.ru,Russia,,$500+,,,Medium,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",fsfera.ru,Russia,,$1000+,"2,000+",,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",yasmi.com.ua,Russia,$1k+,$50+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",market.grsu.by,Russia,$335k+,$500+,500+,,High,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",udarenie.gramatik.ru,Russia,,$10+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",mskstars.server.paykeeper.ru,Russia,,$2000+,,,Medium,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",permenergosbyt.ru,Russia,$1k+,$500+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.fitline-sport.ru,Russia,$1k+,$100+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.pesticidy.ru,Russia,$1k+,$250+,0+,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.yaychys.ru,Russia,,$0+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",pro-syr.ru,Russia,$1k+,$100+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.fc-rostov.ru,Russia,$10k+,$250+,,,Medium,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",pharmtec.ru,Russia,$1k+,$10+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",gderadost.ru,Russia,$35k+,$1000+,"10,000+",,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",wprokat.ru,Russia,$14k+,$500+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",xn----8sbpjdhfvboyogl0a.xn--p1ai,Russia,$1k+,$50+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",wine-shopper.ru,Russia,$1k+,$250+,50+,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",xn--80aaakvbf1ao4d.xn--p1ai,Russia,$1k+,$100+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",giftagram.kz,Russia,$1k+,$100+,,,-,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",x85927c0.bget.ru,Russia,,$2000+,,,High,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",opencart.boxberry.ru,Russia,,$1000+,"5,000+",,Medium,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",digitalbooks.nstarikov.ru,Russia,,$1000+,"20,000+",,Medium,"55,395"
OpenCart,2020 - 2024,eCommerce,"271,635",peredplata.ukrposhta.ua,Ukraine,,$250+,"1,000+","10,000+",High,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",dom-rybaka.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",rozem.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",golka.com.ua,Ukraine,$1k+,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",oboitop.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",obud.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",taho.com.ua,Ukraine,$1k+,$50+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",domio.elle.ua,Ukraine,,$100+,,,Medium,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",sun-energy.com.ua,Ukraine,$11k+,$500+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",shopfishing.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",silkworld.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",poops.pl.ua,Ukraine,$1k+,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",pvl.dp.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",test.galp.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",greendecor.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",garryshop.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",paramedic.ua,Ukraine,$1k+,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",fishunter.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",forbox.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",gorgany.com,Ukraine,$191k+,$1000+,"5,000+",,Medium,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",gbo-s.ws,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",elt.dinternal.com.ua,Ukraine,,$250+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",luxpl.com,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",laluna.com.ua,Ukraine,$1k+,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",hikvision.co.ua,Ukraine,$1k+,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",umka-books.com,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",linguist.ua,Ukraine,$17k+,$1000+,0+,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",hempmarket.org.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",dnipro.libr.dp.ua,Ukraine,,$0+,50+,,Medium,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",rukzak.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",uhl-mash.com.ua,Ukraine,$11k+,$500+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",radio-shop.com.ua,Ukraine,$1k+,$250+,10+,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",beemart.pl.ua,Ukraine,$1k+,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",sbu.nuwm.edu.ua,Ukraine,,$100+,50+,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",khoda.gov.ua,Ukraine,$1k+,$50+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",tricolor.com.ua,Ukraine,,$100+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",ipn.cdu.edu.ua,Ukraine,,$10+,,,High,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",mercurial.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",mir-lent.com,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",monofilament.com.ua,Ukraine,,$0+,,,-,"18,532"
OpenCart,2020 - 2024,eCommerce,"271,635",stationery.hitched.co.uk,United Kingdom,,$5000+,"10,000+",,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",new.deactivated-guns.co.uk,United Kingdom,$105k+,$0+,,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",retrogamingcables.co.uk,United Kingdom,$55k+,$1000+,,1+,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",dawn-ent.com,United Kingdom,,$0+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",dzsports.co.uk,United Kingdom,$1k+,$10+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",homebrewcentre.co.uk,United Kingdom,$18k+,$1000+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",zakcret.gr,United Kingdom,$40k+,$500+,"10,000+",,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",vs-sigma.hostseo.com,United Kingdom,$45k+,$500+,50+,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",revealcode.co.uk,United Kingdom,,$0+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",diabetesstore.com.bd,United Kingdom,$1k+,$50+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",ucol.co.uk,United Kingdom,$1k+,$250+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",leatherseatcovers.co.uk,United Kingdom,,$0+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.prostatecanceruk.org,United Kingdom,$17k+,$2000+,"20,000+",100+,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",qrp-labs.com,United Kingdom,$44k+,$100+,,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",7dayshop.com,United Kingdom,$52k+,$500+,"1,000+",,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",cart.writersbureau.com,United Kingdom,$122k+,$100+,,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",geterbrewed.com,United Kingdom,$1k+,$250+,"1,000+",,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",getlaidbeds.co.uk,United Kingdom,$61k+,$500+,,10+,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",beta.factoryoutlet.gr,United Kingdom,$42k+,$500+,"10,000+",,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",pacifiko.com,United Kingdom,$39k+,$1000+,"10,000+",,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",powervalve.co.uk,United Kingdom,,$0+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",extensions.prospr.biz,United Kingdom,,$2000+,250+,1+,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",burningshed.com,United Kingdom,$128k+,$250+,"5,000+",,High,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",wimatcourses.cardiff.ac.uk,United Kingdom,,$5000+,"20,000+","1,000+",Very High,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",bricks.celticfc.net,United Kingdom,,$100+,"400,000+",,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",estore.cinkciarz.pl,United Kingdom,,$1000+,500+,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",newleatherjacket.com,United Kingdom,$1k+,$100+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",opencart-sandbox.cryptopay.me,United Kingdom,$262k+,$2000+,"2,000+",,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",baseformula.com,United Kingdom,$1k+,$500+,500+,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",thanksbuyer.com,United Kingdom,,$0+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",terracesmenswear.co.uk,United Kingdom,$51k+,$1000+,"5,000+",10+,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",kiddiesworldwholesale.com,United Kingdom,,$0+,50+,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",barnsetc.co.uk,United Kingdom,,$0+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",aboutww2militaria.com,United Kingdom,$1k+,$100+,,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",accessorypower.com,United Kingdom,$1k+,$250+,250+,,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.espruino.com,United Kingdom,$30k+,$250+,"1,000+",,High,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",manchestervacs.co.uk,United Kingdom,$33k+,$100+,,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",microsoftlicense.com,United Kingdom,$47k+,$100+,,,Medium,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.montrochelle.virgin.com,United Kingdom,,$5000+,"150,000+","1,000+",Very High,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",3dscanstore.com,United Kingdom,$136k+,$500+,,1+,-,"10,041"
OpenCart,2020 - 2024,eCommerce,"271,635",abone.dunya.com,Turkey,,$1000+,"150,000+",,High,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",renasmakina.com,Turkey,$1k+,$10+,10+,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",hazirticaretsitesi.com,Turkey,$1k+,$10+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",hepsimedikal.com.tr,Turkey,$1k+,$100+,500+,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",hazirda.com,Turkey,$10k+,$500+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",happy.com.tr,Turkey,$37k+,$250+,500+,,Medium,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",digicell.com.tr,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",promosyonbank.com,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",podyumplus.com,Turkey,$1k+,$250+,"400,000+",,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",yesilyurtgame.com,Turkey,$1k+,$100+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",peynircibaba.com,Turkey,$1k+,$100+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",shop.goldmaster.com.tr,Turkey,$70k+,$1000+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",proteinpazari.com.tr,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",opencartuzman.com,Turkey,$1k+,$10+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",teknostore.com,Turkey,$1k+,$100+,500+,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",mobilya.oguzturk.net,Turkey,$1k+,$100+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",market.miuiturkiye.net,Turkey,,$100+,"10,000+",,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",enucuztoptan.com,Turkey,$11k+,$500+,"2,000+",,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",miknatis.gen.tr,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",intfarming.com,Turkey,$1k+,$10+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",salmanbilgisayar.com.tr,Turkey,$1k+,$10+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",bayi.isonem.com.tr,Turkey,,$10+,"20,000+",,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",perukmarket.com.tr,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",hilbey.wookweb.com,Turkey,$1k+,$250+,"5,000+",,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",postermanya.com,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",prestijboncuk.com,Turkey,$1k+,$100+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",populus.com.tr,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",qualiteyprinting.com,Turkey,$14k+,$100+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",webruz.com,Turkey,,$0+,0+,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",fbajans.com,Turkey,$1k+,$10+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",veritas.webajans.com,Turkey,,$500+,"1,000+",,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",yasemininbahcesi.com,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",yaziciyedekparca.com,Turkey,,$0+,50+,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",fotozeynep.com.tr,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",webticaretim.com,Turkey,$1k+,$10+,50+,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",yildirimambalajtarim.com,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",penaksesuar.com,Turkey,,$0+,,,-,"9,842"
OpenCart,2020 - 2024,eCommerce,"271,635",fotomerkezim.com,Turkey,,$0+,,,-,"9,842"
