Web Server (APP),Initial Release,Year of Sales Revenue,Bidang ,Total Current Live Websites,Sales Revenue (Mllion) in 2023,Current Customers (Websites) in 2024,Location,Sales Revenue Customer,Tech Spend,Instagram Followers,Traffic,Current Live Webites by Country,Current Live Websites by Country,Usia Perusahaan
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,steinberg.net,Germany,0,2000,5000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,vcita.com,Germany,0,5000,500,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,thelocal.de,Germany,0,1000,10000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,zeitreisen.zeit.de,Germany,0,5000,1500000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,swoogo.com,Germany,1000000,5000,500,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,inyourpocket.com,Germany,2400000,2000,1000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,shopgate.com,Germany,0,5000,250,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,theschooloflife.com,Germany,262000,5000,100000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,db.com,Germany,100000000,10000,0,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,duden.de,Germany,0,2000,5000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,photoworkout.com,Germany,0,1000,500,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,goethe.de,Germany,0,2000,20000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,plista.com,Germany,0,2000,500,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,villeroy-boch.com,Germany,0,5000,5000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,smith-nephew.com,Germany,100000000,10000,5000,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,apester.com,Germany,0,2000,500,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,enscape3d.com,Germany,0,5000,1000,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,meistertask.com,Germany,0,2000,1000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,fleetmon.com,Germany,0,2000,500,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,productionmusiclive.com,Germany,160000,2000,150000,-,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,japan-experience.com,Germany,378000,2000,1000,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,sick.com,Germany,1200000,10000,1000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,myzone.org,Germany,0,5000,5000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,lightspeedhq.com,Germany,353000,10000,5000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,physiotec.ca,Germany,0,2000,250,-,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,condor.com,Germany,75000,5000,10000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,cgi.com,Germany,100000000,10000,500,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,auto-motor-und-sport.de,Germany,0,2000,0,Medium,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hubspot.es,Germany,0,5000,500000,Very High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,pro.playmobil.com,Germany,701000,5000,10000,High,26896,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,above.com,Australia,0,2000,1000,-,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,atlassian.com,Australia,294000000,10000,20000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,24p.ea9.myftpupload.com,Australia,0,2000,0,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,teamviewer.com,Australia,0,10000,10000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,bigcommerce.com,Australia,0,10000,20000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,timetrade.com,Australia,0,2000,1000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,trellian.com,Australia,0,5000,1000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,voxco.com,Australia,753000,5000,500,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,smarttech.com,Australia,0,5000,10000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,globalcitizen.org,Australia,2000000,2000,0,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hootsuite.com,Australia,0,10000,3000000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,harpersbazaar.com.au,Australia,0,2000,200000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,menshealth.com.au,Australia,0,1000,10000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,mydr.com.au,Australia,0,1000,500,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,msa.monash.edu,Australia,0,10000,20000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,easyweddings.com.au,Australia,0,2000,10000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,ipinfo.io,Australia,0,2000,1000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,itnews.com.au,Australia,0,1000,5000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,biteable.com,Australia,2500000,2000,1000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,physioworks.com.au,Australia,117000,1000,100,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hs-sites.com,Australia,0,5000,1000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,insight.domain.com.au,Australia,100000000,10000,50000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,rmscloud.com,Australia,0,5000,0,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,harveynorman.com.au,Australia,0,5000,10000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,skyciv.com,Australia,310000,2000,100,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,vectorworks.net,Australia,0,5000,10000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,sweathelp.org,Australia,410000,1000,0,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,scientology.org,Australia,429000,2000,20000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,ausmed.com,Australia,0,5000,500,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,mq.edu.au,Australia,0,10000,500,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,catphones.com,Australia,0,5000,0,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,usabilityhub.com,Australia,0,2000,1000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,digitalpoint.com,Australia,2300000,1000,5000,Very High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,gofar.co,Australia,0,2000,250,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,pureprofile.com,Australia,0,5000,500,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,summitortho.com,Australia,0,2000,0,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,stagemilk.com,Australia,0,1000,1000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,syrinscape.com,Australia,0,2000,2000,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,skedda.com,Australia,0,2000,100,Medium,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,mamma.com,Australia,0,2000,1000,High,20384,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,engineering.com,Canada,0,5000,0,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,audio-technica.com,Canada,600000,5000,10000,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,theodysseyonline.com,Canada,0,2000,5000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,brightspace.com,Canada,0,10000,100,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,onthehub.com,Canada,0,2000,5000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,shopify.com,Canada,0,10000,750000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,scotiabank.com,Canada,100000000,10000,50000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,varagesale.com,Canada,0,2000,1000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,streamon.fm,Canada,0,1000,250,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,interac.ca,Canada,0,2000,5000,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,brands.wattpad.com,Canada,0,5000,500000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,waveapps.com,Canada,0,5000,0,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,news.points.com,Canada,0,5000,1000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hotels.westjet.com,Canada,1000000,10000,400000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,faithlife.com,Canada,0,5000,2000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,getjobber.com,Canada,0,5000,0,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,lyricfind.com,Canada,591000,2000,500,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,rbauction.com,Canada,100000000,10000,0,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,scribendi.com,Canada,0,2000,2000,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,business.socialnature.com,Canada,0,2000,10000,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,intakeq.com,Canada,0,2000,50,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,samsungknox.com,Canada,0,5000,10000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,safecharge.com,Canada,0,2000,500,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,vonigo.com,Canada,0,2000,2000,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,b4checkin.com,Canada,0,2000,0,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,benevity.org,Canada,0,5000,5000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,talemetry.com,Canada,0,5000,1000,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,telus.com,Canada,0,10000,50000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,celtx.com,Canada,0,2000,2000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,kraken.com,Canada,0,5000,300000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,checkfront.com,Canada,0,2000,500,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,wheresweed.com,Canada,0,2000,1000,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,pressbooks.com,Canada,0,2000,2000,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,wholemom.com,Canada,0,2000,1000,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,fundrazr.com,Canada,0,2000,250,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,uberflip.com,Canada,0,10000,5000,Very High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hushmail.com,Canada,0,2000,1000,High,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hyperwallet.com,Canada,0,2000,1000,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,hive.co,Canada,0,2000,50000,Medium,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,dealer-fx.com,Canada,0,5000,1000,-,16842,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,pfu-us.ricoh.com,Indonesia,0,10000,0,High,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,upgrad.com,Indonesia,0,5000,50000,High,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,jisedu.or.id,Indonesia,0,1000,0,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,mivo.com,Indonesia,0,2000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,protect.cermati.com,Indonesia,0,2000,1000,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,ruangguru.com,Indonesia,0,5000,50000,High,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,unpas.ac.id,Indonesia,341000,2000,5000,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,accurate.id,Indonesia,0,2000,500,Very High,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,sribu.com,Indonesia,0,2000,2000,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,jojonomic.com,Indonesia,0,2000,500,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,lppm.untidar.ac.id,Indonesia,42000,1000,500,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,flip.id,Indonesia,0,5000,0,High,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,sleekr.co,Indonesia,0,2000,1000,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,skillacademy.com,Indonesia,0,2000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,sirclo.com,Indonesia,0,2000,500,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,shipper.id,Indonesia,122000,5000,10000,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,gobiz.co.id,Indonesia,0,2000,10000,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,opl.umkt.ac.id,Indonesia,28000,1000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,sekolah.mu,Indonesia,177000,5000,20000,High,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,pluang.com,Indonesia,0,5000,250,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,yec.co.id,Indonesia,24000,1000,500,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,local.infobel.co.id,Indonesia,0,1000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,inovatrack.com,Indonesia,0,1000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,plaqad.com,Indonesia,0,1000,1000,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,aspireapp.com,Indonesia,0,5000,0,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,amartha.com,Indonesia,0,2000,1000,Medium,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,blooming-lotus-yoga.com,Indonesia,38000,1000,2000,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,dreambox.id,Indonesia,0,1000,250,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,ruangkerja.id,Indonesia,0,2000,100,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,xwork.co,Indonesia,0,1000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,balidiving.com,Indonesia,33000,1000,100,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,izin.co.id,Indonesia,0,1000,2000,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,umkt.ucm.ac.id,Indonesia,0,2000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,rentokil.co.id,Indonesia,0,1000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,rucika.co.id,Indonesia,0,1000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,dewanstudio.com,Indonesia,0,1000,100,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,ritase.com,Indonesia,0,2000,0,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,printerous.com,Indonesia,185000,2000,250,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,magnitudeconstruction.com,Indonesia,0,1000,5000,-,800,1597146,18
Hubspot,2006,2023,Analytics and Tracking,551692,2170.0,cbinstrument.com,Indonesia,0,1000,0,-,800,1597146,18
OpenCart,2010,2023,eCommerce,271635,3.9,courses.zondervanacademic.com,United States,170000,1000,5000,High,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,dominoes.com,United States,1000,50,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.lamar.com,United States,169000000,10000,2000,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,leatherfurnitureexpo.com,United States,21000,1000,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,demandvape.com,United States,35000,1000,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,happyhippoherbals.com,United States,18000,500,500,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,hondata.com,United States,41000,50,10,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,haloguitars.com,United States,10000,1000,1000,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,zabiva.com,United States,67000,1000,0,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,dreamwalldecor.com,United States,17000,500,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,dooropenersandmore.com,United States,32000,1000,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,directapparelwholesale.com,United States,1000,10,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,hjstore.hamptonjitney.com,United States,0,250,1000,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,directwholesaleapparel.com,United States,1000,10,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,gifts.uoa.gr,United States,0,2000,250,Very High,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,zbattery.com,United States,1000,250,50,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,dominorules.com,United States,40000,0,0,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,ultrarvproducts.com,United States,1000,250,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,laptopchargerfactory.com,United States,20000,500,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,reptilegardens.com,United States,12000,1000,0,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,designerchurchsuits.com,United States,1000,10,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,logcabinshop.com,United States,0,0,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,distro.ubif.net,United States,0,1000,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,redriverreloading.com,United States,1000,10,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.unicosystem.com,United States,24000,5000,100,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,latexcatfish.com,United States,0,0,1000,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,store.levitt.com,United States,0,500,0,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,russiantable.com,United States,140000,250,50,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,renthal.com,United States,51000,500,5000,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,hardtofindpartysupplies.com,United States,0,0,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,urngarden.com,United States,40000,0,100,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,pod.daouvineyards.com,United States,307000,2000,10000,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,locationsound.com,United States,1000,10,1000,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,ressupply.com,United States,1000,10,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,discsunlimited.net,United States,18000,250,250,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,drstrange.com,United States,61000,500,0,Medium,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,hawaiipharm.com,United States,1000,100,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,ushcgshots.com,United States,31000,1000,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,hellfirearmory.com,United States,0,0,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,ultimateseats.ca,United States,0,0,0,-,64971,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,hegelmann.com.ua,Russia,1000,500,1000,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.rea.ru,Russia,31000,500,0,High,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,happywear.ru,Russia,1000,250,5000,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,dv.su,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,up-pro.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,ltmix.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,lite-mobile.ru,Russia,1000,100,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,vodovoz.ur.ru,Russia,0,2000,0,High,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,8332-mebel.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,lordcom.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,luckycosmetics.ru,Russia,14000,500,2000,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,liveopencart.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,loskutskazka.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,lial.biz,Russia,1000,100,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,detalka.ru,Russia,1000,5000,5000,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,lestniza.ru,Russia,1000,50,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,zakazsexshop.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,luxtime.su,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,finstore.fa.ru,Russia,0,500,0,Medium,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,fsfera.ru,Russia,0,1000,2000,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,yasmi.com.ua,Russia,1000,50,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,market.grsu.by,Russia,335000,500,500,High,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,udarenie.gramatik.ru,Russia,0,10,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,mskstars.server.paykeeper.ru,Russia,0,2000,0,Medium,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,permenergosbyt.ru,Russia,1000,500,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.fitline-sport.ru,Russia,1000,100,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.pesticidy.ru,Russia,1000,250,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.yaychys.ru,Russia,0,0,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,pro-syr.ru,Russia,1000,100,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,shop.fc-rostov.ru,Russia,10000,250,0,Medium,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,pharmtec.ru,Russia,1000,10,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,gderadost.ru,Russia,35000,1000,10000,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,wprokat.ru,Russia,14000,500,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,xn----8sbpjdhfvboyogl0a.xn--p1ai,Russia,1000,50,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,wine-shopper.ru,Russia,1000,250,50,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,xn--80aaakvbf1ao4d.xn--p1ai,Russia,1000,100,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,giftagram.kz,Russia,1000,100,0,-,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,x85927c0.bget.ru,Russia,0,2000,0,High,55395,1597146,14
OpenCart,2010,2023,eCommerce,271635,3.9,opencart.boxberry.ru,Russia,0,1000,5000,Medium,55395,1597146,14
