DATASET UNTUK TREND APP YANG DIPASANG PADA LAYANAN VPS DALAM 5 TAHUN TERAKHIR;;;;;;;;;;;;;;;;;;;;;;;;;;;
Web Server (APP);Initial Release;Year of Sales Revenue;Bidang ;Total Current Live Websites;Sales Revenue (Mllion) in 2023;Current Customers (Websites) in 2024;Location;Sales Revenue Customer;Tech Spend;Social;Traffic;Current Live Webites by Country;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;blogs.biomedcentral.com;United Kingdom;;$1000+;20,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;coupang.com;United Kingdom;;$5000+;10,000+;High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;nexusmods.com;United Kingdom;;$2000+;10,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;mijnteam.nu.nl;United Kingdom;;$2000+;200,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;cf.otomoto.pl;United Kingdom;;$5000+;5,000+;Medium;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;sex.com;United Kingdom;;$1000+;50,000+;High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;sportybet.com;United Kingdom;;$2000+;1,000+;-;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;sxyprn.com;United Kingdom;$46k+;$500+;;-;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;haber7.com;United Kingdom;;$500+;500,000+;High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;livescore.com;United Kingdom;;$2000+;20,000+;High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;plc.rightmove.co.uk;United Kingdom;;$5000+;20,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;blog.gsmarena.com;United Kingdom;;$1000+;100,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;cccmm.slo.ccc.bt.com;United Kingdom;;$10000+;1,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;partner.caravanclub.co.uk;United Kingdom;$15k+;$2000+;0+;Medium;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;thetimes.co.uk;United Kingdom;;$10000+;1,000,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;siemens.com;United Kingdom;$100m+;$10000+;100,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;sky.com;United Kingdom;;$10000+;3,000,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;spotify.net;United Kingdom;;$2000+;;Medium;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;wapbold.net;United Kingdom;;$500+;;-;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;mimecast.com;United Kingdom;$41m+;$10000+;5,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;mirror.co.uk;United Kingdom;;$5000+;10,000+;Very High;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;netshoes.com.br;United Kingdom;;$5000+;50,000+;Medium;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;subscribe.newscientist.com;United Kingdom;;$5000+;400,000+;;1.678.518;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;shopee.co.id;Indonesia;;$5000+;400,000+;Very High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;cms-beta.tvonenews.com;Indonesia;;$500+;500,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;vidio.com;Indonesia;;$2000+;100+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;j-valas-pilot.klikbca.com;Indonesia;;$50+;;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;dana.id;Indonesia;;$2000+;10,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;kumparan.com;Indonesia;;$2000+;400,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;idntimes.com;Indonesia;;$2000+;300,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;suara.com;Indonesia;;$1000+;10,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;adv.ucs.ricoh.com;Indonesia;;$10000+;;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;kapanlagi.com;Indonesia;;$1000+;1,500,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;gramedia.com;Indonesia;;$2000+;50+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;bola.com;Indonesia;;$1000+;10,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;bolasport.com;Indonesia;;$500+;150,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;disway.id;Indonesia;;$250+;;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;mamikos.com;Indonesia;;$2000+;1,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;mail.kemkes.go.id;Indonesia;$2.1m+;$1000+;250+;Very High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;flashscore.co.id;Indonesia;;$100+;250+;-;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;ayobandung.com;Indonesia;;$500+;500+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;api.berbagiberkah.mypertamina.id;Indonesia;;$500+;150,000+;-;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;surabaya.go.id;Indonesia;$605k+;$5000+;250+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;ayojakarta.com;Indonesia;;$500+;0+;-;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;zalora.co.id;Indonesia;;$2000+;400,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;selfcare.cepat.net.id;Indonesia;;$2000+;;-;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;lkpp.go.id;Indonesia;;$250+;10,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;mooo.com;Indonesia;;$2000+;50+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;bni-ecollection.bni.co.id;Indonesia;;$2000+;750,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;kemenag.go.id;Indonesia;$598k+;$5000+;400,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;thejakartapost.com;Indonesia;;$500+;;Very High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;ihago.net;Indonesia;;$0+;;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;garena.co.id;Indonesia;;$5000+;5,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;unpam.ac.id;Indonesia;$37k+;$1000+;;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;wirausaha.bankmandiri.co.id;Indonesia;;$2000+;50,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;bukalapak.com;Indonesia;;$2000+;150,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;ui.ac.id;Indonesia;$2.3m+;$2000+;250+;Very High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;sim.teknokrat.ac.id;Indonesia;$472k+;$2000+;0+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;jawapos.com;Indonesia;;$2000+;150,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;kompas.tv;Indonesia;;$2000+;2,000,000+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;uptpkk.unp.ac.id;Indonesia;$122k+;$500+;0+;Medium;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;simsurat.umsu.ac.id;Indonesia;;$250+;1,000+;High;87.355;;;;;;;;;;;;;;;
Nginx;2004;2023;Web Servers;52.830.295;30;sonora.id;Indonesia;;$1000+;0+;-;87.355;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.almanac.com;United States;;$5000+;10,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.elephantjournal.com;United States;;$1000+;20,000+;Very High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop-eu-en.amd.com;United States;$363k+;$10000+;500+;Very High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.ar15.com;United States;;$1000+;10,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.aclu.org;United States;$207k+;$2000+;1,000,000+;Very High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;modeltrainstuff.com;United States;$168k+;$2000+;250+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.ecmweb.com;United States;$26k+;$2000+;2,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;unitedgiftshop.allinahealth.org;United States;;$10000+;2,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mountainroseherbs.com;United States;;$2000+;150,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.antennasdirect.com;United States;$21k+;$2000+;2,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store-lew.mainevent.com;United States;$653k+;$5000+;1,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.askthebuilder.com;United States;;$250+;;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;apelectric.com;United States;$203k+;$2000+;1,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;autogeek.net;United States;$520k+;$2000+;2,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mizunousa.com;United States;$641k+;$5000+;50+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;amerisleep.com;United States;$342k+;$2000+;5,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.azbigmedia.com;United States;$173k+;$500+;2,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;madhornets.com;United States;$37k+;$500+;;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;esslinger.com;United States;$72k+;$1000+;;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.azpreps365.com;United States;$74k+;$1000+;10,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;musicdirect.com;United States;$467k+;$1000+;1,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.estes-express.com;United States;$80k+;$10000+;1,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;alltribes.com;United States;$160k+;$500+;500+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;macofalltrades.com;United States;$440k+;$2000+;500+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;armsunlimited.com;United States;$18k+;$250+;1,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;murad.com;United States;$1.0m+;$10000+;500+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;ansgear.com;United States;$100k+;$1000+;1,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;megahobby.com;United States;$125k+;$1000+;250+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;autom.com;United States;$93k+;$1000+;50+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;millworkcity.com;United States;$95k+;$1000+;;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.musicforall.org;United States;$34k+;$1000+;10,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mysticstamp.com;United States;$284k+;$2000+;;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mccombssupply.com;United States;$33k+;$250+;10+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;englishteastore.com;United States;$282k+;$2000+;1,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mrsmeyers.com;United States;$290k+;$2000+;5,000+;Medium;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;meatprocessingproducts.com;United States;$105k+;$1000+;;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;dev.checkout.modere.com;United States;;$5000+;1,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mountaincrestgardens.com;United States;$648k+;$2000+;10,000+;High;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;midwestindustriesinc.com;United States;$59k+;$500+;50,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;enjukuracing.com;United States;$244k+;$2000+;5,000+;-;31.837;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;andertons.co.uk;United Kingdom;$462k+;$5000+;10,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;elvie.com;United Kingdom;$394k+;$2000+;2,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;movedancewear.com;United Kingdom;$159k+;$1000+;5,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;focusrite.com;United Kingdom;$783k+;$5000+;20,000+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;prezzybox.com;United Kingdom;$484k+;$2000+;10,000+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.westminster-abbey.org;United Kingdom;$15k+;$2000+;20,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;generatorguru.com;United Kingdom;$40k+;$500+;;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;harveynichols.com;United Kingdom;$369k+;$2000+;200,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;secure.japancentre.com;United Kingdom;$266k+;$2000+;5,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;victoriahealth.com;United Kingdom;$160k+;$2000+;10,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;seatbeltextenderpros.com;United Kingdom;$148k+;$2000+;50+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.timeshighereducation.com;United Kingdom;;$5000+;200,000+;Very High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;uny.home.marketplace.nationalgrid.com;United Kingdom;;$5000+;10,000+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.tottenhamhotspur.com;United Kingdom;$742k+;$5000+;;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;novationmusic.com;United Kingdom;$459k+;$5000+;20,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.christianscience.com;United Kingdom;$89k+;$5000+;500+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;menkind.co.uk;United Kingdom;$232k+;$2000+;5,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;magicmadhouse.co.uk;United Kingdom;$160k+;$2000+;2,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;golfsupport.com;United Kingdom;$130k+;$1000+;1,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;wonderlandmodels.com;United Kingdom;$171k+;$500+;1,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;walkersshortbread.com;United Kingdom;$238k+;$1000+;2,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;facetofacegames.com;United Kingdom;$46k+;$500+;1,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;grenson.com;United Kingdom;$361k+;$2000+;5,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;qualitybearingsonline.com;United Kingdom;$22k+;$5000+;100+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;panache-lingerie.com;United Kingdom;$426k+;$1000+;5,000+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;checkout-uat.whitestuff.com;United Kingdom;$130k+;$5000+;10,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.professionalacademy.com;United Kingdom;$1k+;$2000+;;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;hyperdrug.co.uk;United Kingdom;$144k+;$1000+;250+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;lightbulbs-direct.com;United Kingdom;$54k+;$1000+;100+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;homeshopping.pk;United Kingdom;$146k+;$1000+;1,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;checkout-es-dev.sportsshoes.com;United Kingdom;$558k+;$5000+;5,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;sarahraven.com;United Kingdom;$2.8m+;$5000+;50,000+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;starstills.com;United Kingdom;$183k+;$1000+;50+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;sotabeams.co.uk;United Kingdom;$141k+;$500+;1,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;365games.co.uk;United Kingdom;$270k+;$2000+;2,000+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;cpumedics.com;United Kingdom;$163k+;$500+;0+;Medium;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;caffenero.com;United Kingdom;$478k+;$2000+;1,000+;High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;comfortcolors.com;United Kingdom;$327k+;$5000+;;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.ordnancesurvey.co.uk;United Kingdom;$205k+;$2000+;20,000+;Very High;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;absolutemusic.co.uk;United Kingdom;$107k+;$1000+;1,000+;-;2.709;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;campusstore.auckland.ac.nz;Australia;;$10000+;10,000+;Very High;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.australiazoo.com.au;Australia;$11k+;$500+;750,000+;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;wilcom.com;Australia;$309k+;$2000+;500+;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;bigcommerce.com;Australia;;$10000+;20,000+;Very High;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;catphones.com;Australia;;$5000+;;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;store.airtasker.com;Australia;$65k+;$5000+;1,000+;High;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;marketplace.acu.edu.au;Australia;;$5000+;5,000+;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;discountpetmedication.biz;Australia;$142k+;$2000+;100+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;sierrapetmeds.com;Australia;$156k+;$2000+;0+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;aussiesoapsupplies.com.au;Australia;$56k+;$500+;1,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;myasiangrocer.com.au;Australia;$15k+;$100+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;ascolour.com.au;Australia;$163k+;$2000+;0+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mocka.com.au;Australia;$148k+;$2000+;250+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop-au.armadillo-co.com;Australia;;$1000+;150,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mycustomcar.com.au;Australia;$60k+;$500+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.anglicare.org.au;Australia;$16k+;$5000+;250+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;ensoaquatics.com.au;Australia;$36k+;$500+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;matthewthomas.com.au;Australia;$110k+;$500+;100+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mcphails.com.au;Australia;$50k+;$500+;1,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;awo.com.au;Australia;$107k+;$1000+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;mavenmarketing.com.au;Australia;$94k+;$250+;100+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;didgeridoobreath.com;Australia;$129k+;$100+;500+;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;liteonled.com.au;Australia;$103k+;$250+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;luxoliving.com.au;Australia;$101k+;$1000+;10,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.roosters.com.au;Australia;;$1000+;100,000+;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;dolcifirme.com.au;Australia;$73k+;$1000+;5,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;redspooncompany.com;Australia;$1k+;$100+;500+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;huskee.co;Australia;$314k+;$2000+;10,000+;Medium;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;retaildisplaydirect.com.au;Australia;$33k+;$500+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;z-aquatics.com.au;Australia;$22k+;$250+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;dogmaster.com.au;Australia;$65k+;$1000+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;hudsandtoke.com.au;Australia;$24k+;$250+;5,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;lightingstyle.com.au;Australia;$32k+;$250+;50+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;recompute.com.au;Australia;$52k+;$500+;50+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;fishingtackleshop.com.au;Australia;$74k+;$1000+;;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;shop.piercinghq.com.au;Australia;$85k+;$1000+;100+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;wizardpatch.com;Australia;$94k+;$1000+;50+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;pushys.com.au;Australia;$100k+;$1000+;2,000+;-;2.702;;;;;;;;;;;;;;;
BigCommerce;2009;2023;eCommerce;42.703;309,4;pillowtalk.com.au;Australia;$447k+;$5000+;10+;-;2.702;;;;;;;;;;;;;;;
